container_id,container_size,container_pulling_delay
0,854,427.0
1,977,488.5
2,338,169.0
3,485,242.5
4,983,491.5
5,856,428.0
6,296,148.0
7,921,460.5
8,327,163.5
9,936,468.0
10,518,259.0
11,810,405.0
12,579,289.5
13,276,138.0
14,716,358.0
15,268,134.0
16,288,144.0
17,649,324.5
18,212,106.0
19,882,441.0
20,217,108.5
21,579,289.5
22,529,264.5
23,984,492.0
24,799,399.5
25,664,332.0
26,936,468.0
27,325,162.5
28,363,181.5
29,226,113.0
30,339,169.5
31,527,263.5
32,855,427.5
33,587,293.5
34,779,389.5
35,617,308.5
36,490,245.0
37,573,286.5
38,995,497.5
39,372,186.0
40,219,109.5
41,237,118.5
42,391,195.5
43,522,261.0
44,518,259.0
45,584,292.0
46,735,367.5
47,613,306.5
48,689,344.5
49,732,366.0
