cpu,mem,net_in,net_out,read,write,target
6.250848755344643e-06,0.038143783579661805,0.0,0.0,0.0,0.0,0.1010499999999994
5.571483600933928e-06,0.038143783579661805,0.0,0.0,0.0,0.0,0.1010499999999994
5.993952215439285e-06,0.038143783579661805,0.0,0.0,0.0,0.0,0.1010499999999994
0.0021438635960218787,0.03814420211963681,0.006549166703080621,0.014644221105527638,0.0,0.0,0.1010499999999994
0.726451536402921,0.038144178245031926,0.1577718258696105,0.3472317183920017,0.0,0.0,0.1010499999999994
0.7353256442776218,0.038144178245031926,0.15799561151079136,0.34774211772400265,0.0,0.0,0.1010499999999994
0.7789204239453486,0.038144178245031926,0.15777772626131953,0.34753028512289785,0.0,0.0,0.1010499999999994
0.7275867991715802,0.038144178245031926,0.15804766419753088,0.3470643175688509,0.0,0.0,0.1010499999999994
0.7604276493268726,0.038144178245031926,0.15860878345581952,0.3470154148008887,0.0,0.0,0.1010499999999994
0.5082933143068208,0.038144178245031926,0.1584226302265826,0.346534975940201,0.0,0.0,0.1010499999999994
0.6517841929292281,0.038144178245031926,0.15854465143853533,0.34692616285963385,0.0,0.0,0.1010499999999994
0.7689513892148143,0.038144178245031926,0.15838637111025738,0.34718073146369566,0.0,0.0,0.1010499999999994
0.7279679888439916,0.038144162328645266,0.1574949193210881,0.347989570797489,0.0,0.0,0.1010499999999994
0.7507975909889618,0.038144162328645266,0.15801830482991922,0.3474738357451607,0.0,0.0,0.1010499999999994
0.7694509573473637,0.038144162328645266,0.1588347356628434,0.34683249719925324,0.0,0.0,0.1010499999999994
0.4664507382500921,0.038144162328645266,0.15835957152274227,0.3469037152274226,0.0,0.0,0.1010499999999994
0.559067941263284,0.038144162328645266,0.1580530004746084,0.3474009435215946,0.0,0.0,0.1010499999999994
0.774466218093481,0.038144162328645266,0.158069193938362,0.3473506296611613,0.0,0.0,0.1010499999999994
0.7407923554637625,0.038144162328645266,0.15795179421852035,0.34744396276335143,0.0,0.0,0.1010499999999994
0.7107083491062539,0.038144162328645266,0.15811370030362565,0.34749171352027153,0.0,0.0,0.1010499999999994
0.7742267072779861,0.038144162328645266,0.1580384900922111,0.34709199136747104,0.0,0.0,0.1010499999999994
0.7574960349437099,0.038144162328645266,0.157811057096248,0.34758731810766724,0.0,0.0,0.1010499999999994
0.7482465288411051,0.038144162328645266,0.1577188853040241,0.3475729835135614,0.0,0.0,0.1010499999999994
0.7779778615070223,0.038144162328645266,0.1588308499804152,0.3464252878965922,0.0,0.0,0.1010499999999994
0.7593501553351613,0.038144162328645266,0.15791645460317463,0.3471456491005291,0.0,0.0,0.1010499999999994
0.7600187344996394,0.038144162328645266,0.15802280154691636,0.3474725324648891,0.0,0.0,0.1010499999999994
0.7369935445736786,0.038144162328645266,0.15858724154826068,0.34676327878490937,0.0,0.0,0.1010499999999994
0.7278208879082885,0.038144162328645266,0.1582779700609869,0.3469480731842543,0.0,0.0,0.1010499999999994
0.7470959577081479,0.038144162328645266,0.15818644213396968,0.3473151089142662,0.0,0.0,0.1010499999999994
0.7344682366546209,0.038144162328645266,0.1578228026490066,0.3472780503311257,0.0,0.0,0.1010499999999994
0.7347379689664152,0.038144162328645266,0.15778873928830792,0.3476395628177197,0.0,0.0,0.1010499999999994
0.7691444141546542,0.038144162328645266,0.15740178493181312,0.34766595662866084,0.0,0.0,0.1010499999999994
0.7471779422669556,0.038144162328645266,0.15824414612228951,0.347122383277984,0.0,0.0,0.1010499999999994
0.740317766504799,0.038144162328645266,0.15733761635919094,0.34750588308513,0.0,0.0,0.1010499999999994
0.7532788410966589,0.038144162328645266,0.15820274457429048,0.3475139015025041,0.0,0.0,0.1010499999999994
0.736210951442222,0.038144162328645266,0.15889513608288502,0.34659911854951186,0.0,0.0,0.1010499999999994
0.7644093977166114,0.038144162328645266,0.1578809611197511,0.3475952706065319,0.0,0.0,0.1010499999999994
0.7552278126619741,0.038144162328645266,0.15800379639351747,0.3473688308605341,0.0,0.0,0.1010499999999994
0.7552278126619741,0.038144162328645266,0.15800379639351747,0.3473688308605341,0.0,0.0,0.1010499999999994
0.757548881897803,0.038144162328645266,0.15800379639351747,0.3473688308605341,0.0,0.0,0.062823350606673
0.7598842619694588,0.038144162328645266,0.15800379639351747,0.3473688308605341,0.0,0.0,0.0245967012133466
