cpu_demand,mem_demand,net_in_demand,net_out_demand,read_demand,write_demand,cpu_supply,mem_supply,net_in_supply,net_out_supply,read_supply,write_supply,target
0.0003500475302993,9.764026641845703,0.0,0.0,0.0,0.0,56.0,255.97949981689453,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.0003120030816523,9.764026641845703,0.0,0.0,0.0,0.0,56.0,255.97949981689453,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.0003356613240646,9.764026641845703,0.0,0.0,0.0,0.0,56.0,255.97949981689453,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.0451798579855954,9.764049530029297,6.549166703080621,14.644221105527638,0.0,0.0,21.074035712640708,255.9772911071777,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9539382176629964,9.764049530029297,157.7718258696105,347.23171839200165,0.0,0.0,1.3131477736099129,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9581304367233286,9.764049530029297,157.99561151079135,347.74211772400264,0.0,0.0,1.3030015261668026,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9566699798189277,9.764049530029297,157.77772626131951,347.53028512289785,0.0,0.0,1.2281998910405392,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9586788231718574,9.764049530029297,158.04766419753088,347.0643175688509,0.0,0.0,1.3176143715957949,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9578520186293172,9.764049530029297,158.60878345581952,347.0154148008887,0.0,0.0,1.2596228181303033,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
1.046236182433964,9.764049530029297,158.42263022658258,346.534975940201,0.0,0.0,2.05833158333148,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9731965665213528,9.764049530029297,158.54465143853534,346.92616285963385,0.0,0.0,1.493126984481847,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.96152696254333,9.764049530029297,158.3863711102574,347.1807314636957,0.0,0.0,1.2504392033482858,255.9774513244629,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9615465963728336,9.764049530029297,157.4949193210881,347.98957079748897,0.0,0.0,1.3208638444387688,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9602291120090134,9.764049530029297,158.0183048299192,347.4738357451607,0.0,0.0,1.278945382262329,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9582601877834264,9.764049530029297,158.8347356628434,346.8324971992532,0.0,0.0,1.2453817603749189,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
1.0226879382004224,9.764049530029297,158.35957152274227,346.9037152274226,0.0,0.0,2.192488625995267,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9656386613668048,9.764049530029297,158.0530004746084,347.4009435215946,0.0,0.0,1.7272295370484372,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9613393495658256,9.764049530029297,158.069193938362,347.3506296611613,0.0,0.0,1.241292811883227,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9612716923077153,9.764049530029297,157.95179421852035,347.4439627633514,0.0,0.0,1.2976263661710234,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.95822682139668,9.764049530029297,158.11370030362565,347.4917135202715,0.0,0.0,1.3482701062984432,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.959195680988822,9.764049530029297,158.0384900922111,347.09199136747105,0.0,0.0,1.2389080252231892,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.960553259176218,9.764049530029297,157.811057096248,347.5873181076672,0.0,0.0,1.2680637453733965,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9591116837439309,9.764049530029297,157.7188853040241,347.57298351356144,0.0,0.0,1.2818124064396486,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9579574520173254,9.764049530029297,158.8308499804152,346.42528789659224,0.0,0.0,1.2313428175985166,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9600052668782244,9.764049530029297,157.91645460317463,347.1456491005291,0.0,0.0,1.2642458293229666,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9546044424995116,9.764049530029297,158.02280154691636,347.47253246488907,0.0,0.0,1.2560275150690572,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
0.9587078373346608,9.764049530029297,158.58724154826066,346.76327878490935,0.0,0.0,1.3008361394660994,255.97755813598636,1000.0,1000.0,200.0,200.0,0.1010499999999994
