timestamp,user_0_cpu,user_0_mem,user_0_net-in,user_0_net-out,user_0_lat,user_1_cpu,user_1_mem,user_1_net-in,user_1_net-out,user_1_lat,user_2_cpu,user_2_mem,user_2_net-in,user_2_net-out,user_2_lat,user_3_cpu,user_3_mem,user_3_net-in,user_3_net-out,user_3_lat,user_4_cpu,user_4_mem,user_4_net-in,user_4_net-out,user_4_lat,user_5_cpu,user_5_mem,user_5_net-in,user_5_net-out,user_5_lat,user_6_cpu,user_6_mem,user_6_net-in,user_6_net-out,user_6_lat,user_7_cpu,user_7_mem,user_7_net-in,user_7_net-out,user_7_lat,user_8_cpu,user_8_mem,user_8_net-in,user_8_net-out,user_8_lat,user_9_cpu,user_9_mem,user_9_net-in,user_9_net-out,user_9_lat,user_10_cpu,user_10_mem,user_10_net-in,user_10_net-out,user_10_lat,user_11_cpu,user_11_mem,user_11_net-in,user_11_net-out,user_11_lat,user_12_cpu,user_12_mem,user_12_net-in,user_12_net-out,user_12_lat,user_13_cpu,user_13_mem,user_13_net-in,user_13_net-out,user_13_lat,user_14_cpu,user_14_mem,user_14_net-in,user_14_net-out,user_14_lat,user_15_cpu,user_15_mem,user_15_net-in,user_15_net-out,user_15_lat,user_16_cpu,user_16_mem,user_16_net-in,user_16_net-out,user_16_lat,user_17_cpu,user_17_mem,user_17_net-in,user_17_net-out,user_17_lat,user_18_cpu,user_18_mem,user_18_net-in,user_18_net-out,user_18_lat,user_19_cpu,user_19_mem,user_19_net-in,user_19_net-out,user_19_lat,user_20_cpu,user_20_mem,user_20_net-in,user_20_net-out,user_20_lat,user_21_cpu,user_21_mem,user_21_net-in,user_21_net-out,user_21_lat,user_22_cpu,user_22_mem,user_22_net-in,user_22_net-out,user_22_lat,user_23_cpu,user_23_mem,user_23_net-in,user_23_net-out,user_23_lat,user_24_cpu,user_24_mem,user_24_net-in,user_24_net-out,user_24_lat,user_25_cpu,user_25_mem,user_25_net-in,user_25_net-out,user_25_lat,user_26_cpu,user_26_mem,user_26_net-in,user_26_net-out,user_26_lat,user_27_cpu,user_27_mem,user_27_net-in,user_27_net-out,user_27_lat,user_28_cpu,user_28_mem,user_28_net-in,user_28_net-out,user_28_lat,user_29_cpu,user_29_mem,user_29_net-in,user_29_net-out,user_29_lat
0,0.14460259371245002,256.43689063136355,3.9658933473510154,6.87065950521498,132.65370126464464,0.1609776961330141,255.15375394062139,5.44454132303559,5.927548389468521,154.1903373725532,0.2116484258768012,288.10033214725934,5.802823578648971,5.960391925067539,142.4422200908443,0.13251545055208608,237.16567020292158,6.037267508159589,4.28795809374822,183.93233683282207,0.19121221328460136,313.78609208262566,7.27433557561925,1.7634104283065417,93.07706701160255,0.18303456700177725,182.49873340901965,4.547256418368725,5.585218974289817,167.55741183371634,0.15999183356857988,362.85776827782684,2.165773621448623,6.230342144038476,193.1942423049715,0.18225840458067666,274.81784763860895,5.337100784591826,6.331942769250258,115.1728393566192,0.18313973866664313,210.43215135874058,2.3968580511749322,5.260336543633463,147.44851578384313,0.11074940562657919,507.97523907144915,6.416971822459843,6.284082394632644,144.17646043215427,0.18506331809428272,169.66294556213046,4.3059310466087055,3.6407509623827234,221.02599416916814,0.11621759788853497,354.8509415789884,4.312819699607615,5.772080071288301,105.3275874625638,0.2440603782152434,198.92664143587953,7.531326230169741,5.205510445287493,157.62411291844643,0.19223431796927853,365.9173204930494,3.325029585892393,4.916860788259485,130.1205106586679,0.24213768452578446,389.94171361734345,5.428509240433057,7.424417265082567,150.16951446568757,0.15907173305016137,248.13966427654185,7.654844851784522,3.8044312507206364,190.628003325925,0.15897392514820455,189.36364018738112,6.552736487405299,3.9950830688275003,164.7870337757194,0.16002852775701581,253.54207403504046,4.96901949572459,5.933175297291627,156.0022630623203,0.10509401378522028,372.3595593328696,8.195245732594927,4.750272836042589,163.6720967716099,0.15413719932173614,289.60579231906473,5.0609894230757995,3.844120524342217,167.0946828573385,0.164864590166267,281.8017302443001,5.1498511818987796,3.758923268423785,205.2021056238922,0.10989846822031628,311.6038865956129,4.516577540611038,4.679113069883115,129.2914806893424,0.24610421917969547,94.41517323053642,2.7642740469053644,4.514382776092679,156.72763883068467,0.17254404550067903,245.40811486768013,5.6535126117546435,5.0786684070130965,206.95218383953426,0.2167295796980076,305.72965297387054,5.5598864485661315,4.695048064335882,124.21212659173491,0.1969112112042631,283.0633787719496,4.605996043947007,5.5986816087992715,143.6442803492215,0.16851630861058292,272.5847457110199,6.890254189345618,3.3633167880463835,88.23164589322887,0.17605424595622096,291.12327681824615,6.257546192790201,4.551634999109595,196.58787602258514,0.1710542451777117,215.69241305165824,2.976333049956615,7.350331185630131,146.3777196517027,0.24616248195617582,185.6351684556107,3.339257328537761,4.878789847594688,136.5225924641241
1,0.14314911833560606,308.43086850645886,4.464720203290023,3.6463947097983134,141.56263450098282,0.17176277959886166,50.0,3.179832135654666,4.838321925649642,153.56326751647515,0.1601488326823163,208.0170784275638,3.1033915261828695,4.491435283848219,105.95521009147487,0.2160401297686164,180.5059699324283,6.384777945488051,6.699366272987313,93.90495494387963,0.15866142404282324,141.7455617246472,2.971238667868777,5.043089258664274,126.84625352246391,0.12646660355488074,358.89494940494683,4.289016251366174,2.8277556894403806,119.42948327323067,0.11959832101447093,416.4182448085868,3.5258301646894328,4.298790179619676,76.00526566864679,0.20309880464912147,136.30164506068832,3.9496095565704064,4.233381006237167,106.27025275407615,0.19687780059966425,340.32468949011786,4.067787067314526,2.1732223267715822,103.05686162532552,0.12563361620832314,191.482689135839,4.313958703509391,3.1482762908193402,74.0994797228054,0.22088341423158875,267.76070142214576,5.337309181865731,2.8998333061412485,120.80291153747037,0.15319171734412057,222.09523199624755,6.188565754971614,3.8921303938790097,102.84429404627966,0.19830238858966637,174.15421440245746,3.924514433457061,4.0419415174244975,168.5689693377543,0.16564378957724746,161.41822855930047,3.9275742670113405,4.888860269451634,127.21173602375694,0.17908102715724644,184.7411950601894,3.525096323657401,5.457045918637294,120.65058793748314,0.13170606977281604,186.79220025089975,6.647448704527834,3.808086683030437,56.721300273534595,0.13114927910972135,235.25856600511963,6.037839679783485,1.6230166996085131,50.60993442154619,0.18304902225843753,229.64157290412595,3.6030896204060094,2.1233624733594905,166.50893026726533,0.1695309214641551,287.91135687690854,2.1925580860015907,4.97176071783853,136.62570186194876,0.16381551595997978,281.1074902579786,2.6783707041686826,3.4404871003823945,129.6280900573114,0.18865776359121122,121.33630026945274,2.488453841761298,1.9713114632726292,117.12460322786448,0.14942855783501496,279.8824603187961,7.655987414542027,3.6068103854655145,180.84339601585054,0.19988217559697002,159.49087523229718,4.507474145499286,5.559167032151762,103.15128121290093,0.2356913511712032,151.3227785205064,2.808344256473767,2.14850442812004,160.63735109285054,0.17513351191679763,156.71603092409083,5.484658197505725,5.935791130428409,143.7124941041153,0.14410277869430102,231.5652030071229,4.76761636149145,3.5684133498688944,131.69418612835676,0.16240986790298328,241.589615823482,3.9355110496134174,3.595054112933526,94.40311196031612,0.19152354320647583,163.40798858060663,2.6718929874381203,3.2373825194404833,133.31441670188383,0.165125431510648,224.48994110459688,4.582253364112027,4.649518789503589,50.0,0.14962763929509218,185.7045441185213,3.41441273172519,4.8810122149305855,155.38171091302905
2,0.1866113615171054,137.9119185558089,5.047961324178154,2.3322799406935513,106.07503891866938,0.15629430320524954,168.1974449035581,3.599279999106127,4.7955588739621495,93.73980315780723,0.17761154504666707,134.05122326775756,4.01821508628381,3.593076131969985,147.29199588017855,0.1393612322314588,246.12425244804396,4.555093354924051,5.480521533764754,115.09474528884985,0.19272183774249382,182.99276366490176,5.548012268520115,3.89395345721332,113.6377366315053,0.22180837956348567,151.89777322581824,4.455733708467081,5.920387603925575,128.00273364122518,0.13711575941372983,131.2518206818064,2.7131266813767003,3.4068474488397147,68.65625381474305,0.19572002480927547,178.26887738271225,6.228489275639174,4.240239132052874,90.83588275428482,0.13525298349380097,206.8470746957694,7.911541003975316,2.9629701511051083,183.01593812469557,0.1809090087530527,51.804354892317036,2.4597878917850635,3.0405921332518955,123.68900478157745,0.11130351597011862,199.23520951735122,1.7294735235705077,2.043029595025284,84.44744330544768,0.15043703742239836,50.0,3.755549277643691,7.309059037423602,88.43381264032956,0.1856125659361136,246.84461563891395,4.9891155311206035,1.0,164.54674943603263,0.1318715336898882,162.7201218966872,2.822547152050099,3.279248406689665,96.33688073995424,0.17943160714455722,121.58434858050924,2.7389768419429346,1.7722655934926048,120.5346535895305,0.13008455494185323,252.79597472365788,6.607488101923416,1.0,85.24369484255072,0.20905332332474305,255.4792554394904,4.137280313120677,2.5784096472969975,150.48191709798112,0.1,164.31725878931812,6.7838648513922415,4.5054095761660635,156.18360792187764,0.10706698979069387,139.0795751181144,4.110652691839079,5.354911317741198,92.79974452287397,0.16163059805149688,376.2254940808409,3.523498951757943,2.7774433250413892,123.11970504923565,0.1769176329734752,219.84325115050672,5.008656986482476,5.8688515333214495,50.0,0.1632429870053064,74.87289094049763,3.13075158490113,6.19329654338111,75.76398427203236,0.1930852792505796,216.533168491181,4.802549287320383,3.003400502031395,115.66543548550364,0.13411692152485907,50.0,4.6111993951042844,3.9271114307470256,101.2924337839307,0.11906049611378122,167.13773932367067,4.520894043639832,5.565196598582469,119.62383467743928,0.1,263.231818476331,2.671720959956491,3.13032165464659,137.86365077743034,0.1,114.49690897369466,3.8458543917216144,3.9479934631793063,120.8168012195829,0.14281527141454758,56.87671962005378,3.1828689231817258,2.884977403285383,193.3145234814584,0.14902941867120767,331.341811350755,2.441803920509872,5.257741268707582,142.1594240225275,0.13241660835070368,50.0,5.576065085023808,3.8948628989837575,82.2883512852418
3,0.2095020211001538,136.18286137386832,2.0983831210506714,5.915688202026791,150.83107422946722,0.13079877422525454,129.0030952030295,1.7877062798379106,2.2812181194282393,161.1517458418985,0.11461927747584409,267.16462187445904,4.342857411185511,2.1714397177134925,171.02379027705592,0.1284211432633308,190.7397860169703,5.0146546084223855,4.755823323941187,111.87790334245715,0.18269838249877154,136.96735543319613,4.36441492333774,3.160418817549859,112.5537968882816,0.17049281908403208,251.0257984296865,3.9624270552313354,3.1873781874719955,115.41843603541123,0.15458196440616173,50.0,3.077134200635841,1.4157323613422377,77.34631400270025,0.1752783374408275,141.70847528316392,6.660713250676231,5.447738878688964,113.5845198128404,0.15698177180896192,101.77060869360915,4.372849679892328,1.6532152058709915,150.8453687872097,0.10666549001677945,108.51495916253805,2.6946887563918054,2.2446643916188616,151.3500481777297,0.18935047253992246,162.70017808806418,3.9891299680689833,2.72964085564427,119.8364965904749,0.15664450544888875,209.08787171297408,3.486620907711677,1.6010763991488692,108.28320042717459,0.1,301.01523064481546,4.564786854814961,5.779773812083421,191.52826315933797,0.11203542025663184,340.0051465881357,3.751579196089477,2.683252661057649,121.82838357666836,0.15929068151131148,113.15806841350485,1.8147538433553665,6.851280428820111,107.607132151353,0.2230593711231328,246.79299191961184,3.422116114933391,4.273387473817202,148.75162732612506,0.1375457470016835,225.71809306955655,4.2398565600471265,2.7053876232366028,175.22491585650562,0.16281503973117384,138.22639638488812,4.16137819922611,6.749902479623685,125.03984482756321,0.14864707438825026,186.65410566758513,3.649598733458925,6.2206519407941085,124.18975285599926,0.19173229162883476,176.204302453995,4.062992359857795,2.0974319118266687,71.451763105075,0.23183885081548056,90.11596128030365,1.7689346422268826,3.834544559903325,149.23495768934305,0.18386328400470642,306.855278668202,4.569801531444147,4.3622627807042695,90.67305914368089,0.17026074577096312,142.75336295698293,4.794546634115825,2.439479823929337,120.2313152337186,0.14300700896756677,265.3693012042421,4.673870402447861,1.8221934410564042,79.48017890970345,0.2139564057282333,163.76880074262323,3.275046825645547,4.117280455426336,159.93104195445346,0.22977778750928368,192.27787634659686,3.0528430467227405,6.073336139983647,134.06528563247855,0.1566281235098838,213.76141449018587,5.292283286588814,4.16642377990563,113.7631160037858,0.18634022247383314,57.34519144056415,2.876840315102383,1.6322913682444375,158.785411306247,0.1582634274087527,232.628980756723,4.1284702905010935,3.9385560427784636,148.93707791183806,0.11138314200029238,247.5537887996823,2.811130195858357,3.788929624816029,149.29206437259973
4,0.10859536355048642,245.59487258447564,5.6520865564633045,4.857397674356388,88.63086167731464,0.16753197940422787,84.63214956720131,5.253920632632076,4.489428158371422,105.41096083868956,0.15827013953100785,222.4181367265127,3.6226709694350117,4.205917161304746,99.99286149002856,0.17765155250024028,139.0085836522778,5.752009317265079,3.3669580060782547,85.76447973937923,0.17380220402915947,69.82474610013146,4.613922225916543,4.547151230610533,104.77210483001326,0.16745769672473018,233.79629102320143,3.2142624956110923,5.7814063446216695,108.92338394383822,0.1656780874208929,131.09576466577,4.546830647962913,4.044248623770342,116.46685014075607,0.23478474342503894,237.0166129496251,5.4810012021713925,3.242135501268278,163.67650576393942,0.15689179687075475,88.721621160717,4.0333786580222775,3.191478211882694,159.87098164470285,0.18164821842915221,136.15623831303557,1.9241935563869907,2.508907627077223,64.49850994803153,0.19986703962586838,146.49172302453837,5.303755133263086,3.074301005470249,114.53340740860263,0.21538648399510513,112.35001616992164,1.9289467470029238,2.5905588109586595,103.97038858246441,0.18753505829910966,172.72484527243182,2.4643506564362054,5.479942977267745,130.9316061887301,0.1281252292258321,124.02594646963853,5.053139894802225,4.985574194531688,130.29481234638126,0.17920339717462413,217.52709070326176,3.912720971824855,2.4943019884627846,120.16084357142296,0.20822426449860962,103.4907208276822,4.306627704013831,1.682244592954458,114.24992828252152,0.16995937163959368,280.6753004665122,8.070051309767177,6.68348664589254,159.9643953510777,0.16228730040737074,153.50776950455406,3.814335500988868,3.3327697077560527,106.07884875540606,0.15372667794575698,337.3875728866704,4.822689261571959,2.5962029430729014,158.398198741075,0.12873176613705198,225.83651654089982,5.541566381900758,4.312127272663105,78.26302494060808,0.1809824722506028,254.88791092206,4.053131645008728,3.367604307571938,161.4342197042481,0.14629910694149387,281.4408969777142,2.8137976213424416,3.877116597674007,87.95934843751756,0.15734008859870358,166.54078696745722,1.0,2.739056687751191,111.96220460470846,0.2048149667130053,278.4744488431036,3.611708014798307,4.249536651054728,125.40264677368582,0.16098373122446252,102.66691628884672,3.801511738275283,2.0717748018988034,77.4414396536593,0.163100997547456,89.47087338880607,4.969051148427681,6.89333403820563,155.5866523373776,0.19309748231042298,311.36875175380464,5.016534006245754,5.0140483622410095,59.681559452793145,0.147146168004318,176.0413350414413,2.0389619126812693,3.0979631183809233,83.3221874502988,0.13965693646547778,177.0292262997085,3.0020868388026867,1.0,141.52624292712179,0.1142062236001482,141.63273376003212,2.9293251739659993,4.757315538080569,136.4030836295469
5,0.12144651890689975,192.82438240963867,1.0,7.088570178296038,117.41822924506043,0.17590842621246494,134.0870587132643,4.49318141829902,1.8281921245795894,50.0,0.19926219794620245,196.56310804312955,5.610837767251581,2.088457560618601,150.16645883663676,0.1877697292160588,131.49487890622885,5.446760089829805,3.7690327646447406,105.59736441059965,0.22097919041251213,184.1001716897592,3.625854413019236,3.604443183872874,102.16925413234246,0.2391421607386318,290.1766656578203,3.420660089727765,4.964140083215396,75.4133202132086,0.17657297239428565,364.49769602105755,2.9594372944834744,7.1697102384806,103.884360996102,0.18845534832347263,240.19538916272612,4.282512067877547,4.139997192404424,112.33552704100507,0.10931792186094705,297.556000016284,4.770828560791481,3.7069623058202117,157.13402974822998,0.16983622765175932,332.0946964391101,2.46412278203938,5.190627607345897,169.05286630324878,0.17571580904913697,180.92077358948418,1.0,5.932188010257199,130.42653846456577,0.14713171021124996,261.97131310641413,4.9067292443346595,5.83531816986432,188.34689210026775,0.16629244356051232,240.75520834955472,4.204344222361648,5.464005849410954,124.71004405418374,0.15930795559707964,206.32850988660906,5.320053846962862,2.1152084930177413,140.0766384637824,0.18012655826720275,254.55188978305534,4.082347727474917,2.9288219280002323,72.3602416138064,0.21139836803505035,192.1323974474857,6.139384707881428,1.6894357391127006,142.083294030999,0.1852229419563971,207.79081260438335,4.354857639833858,3.1782343419099517,144.34297334445006,0.15156370914679382,244.84273422170907,6.472121611939232,4.5138134774203476,154.05843070491653,0.16078535814179304,410.10100270191737,7.335438677571816,3.9821717648138955,112.97214656078927,0.1540974351150057,146.11076693388793,5.123143230700293,5.861630148362644,123.86275285984328,0.1635525191205925,234.9730045892935,3.59860277964141,5.022513948165873,179.3909397631274,0.15755225017573957,240.75365346570692,4.197151473565006,2.968552914990527,68.90314722611845,0.11738644541690382,268.7110088709852,4.171779760101392,4.513056085463148,148.3575854225678,0.16447107220614404,265.7196101502475,5.049622559587986,2.8486600481670887,163.69510600662903,0.14994452797753055,192.55647139129812,5.0182214605058,3.773289269999205,204.44333917542963,0.22564568002258856,135.69569962673543,6.829169590993404,5.023986648195115,166.05578205001825,0.19257070475493546,202.45096084315227,7.985135688810046,3.9020548866105154,136.7707103787755,0.22801845945705215,317.60030726549525,4.533937063642414,7.661433320826193,153.8899986741,0.17158238799892528,240.34978701182024,4.70575536391933,4.707856369931643,137.2153401818324,0.1937813965428651,354.98366392566993,3.100697613811792,5.107307862289477,125.46979545108033
6,0.20655913134348158,335.8990024024693,6.827082860043563,6.2107362343303345,195.71768564819422,0.19831486230196527,381.0616379709487,4.9147000986149445,5.605599737560377,161.36596457406569,0.1623912313879578,368.9396185630922,5.313505105944454,8.495834802135692,134.2653856616438,0.18743546117157364,201.18645097106162,5.241489373987113,7.293003760978851,157.03815603922519,0.1705891825686527,319.3573956627554,5.088921322649359,6.663390666859673,173.64555528961267,0.17374720692609613,276.9614146991885,3.6538994746040876,3.2045950874202864,227.1552329371224,0.1568864375808519,309.5566833491004,5.454467202551942,7.7985004004912195,115.6946098285067,0.1938074787774251,261.4150369484168,6.14546840169291,7.579315503278221,194.15080210661495,0.21784773545906455,285.1425083483449,3.2550065371950074,8.375949015773724,172.90991593058374,0.20736184777086164,216.8302648859293,7.369314580246636,7.016712833633251,207.81077361635994,0.2523891920468894,232.16583687529126,6.617839240947402,7.377479823417839,135.61566525404606,0.14171482159282614,268.1129269967847,5.748330904056446,2.591534213254943,183.68892490774653,0.2459403874029124,338.33450294985664,8.329379117684544,5.101657349893215,148.645759546331,0.19677021862278235,316.65759083354214,7.343375872633809,7.333706159660319,166.85477127591855,0.21150315430793806,289.15994502825515,5.284569598838517,6.979622593496341,152.62565480195428,0.1667595432422131,360.7234883600406,5.797335649472856,6.961812580775672,235.50683685099327,0.17778353736087862,372.05817588359383,7.103480891923553,6.263738898153499,166.7811975178413,0.27622480528077725,349.6977942055953,6.390717285459585,6.094691229390361,161.0522596238126,0.22963148049343907,334.53416428429534,8.46548184707581,2.5085305120237007,193.80021951360013,0.2527567568677518,256.37815818800215,9.48126715385119,6.951696501966854,153.3562214758045,0.25648570262462445,273.27383486327466,6.215147772818572,6.009109527355685,150.59027197755032,0.19235882669251997,303.437166110793,6.704695123216052,6.458750214678006,169.6440348603814,0.20535264976942913,250.93461843898268,5.830398602268502,4.971543598198785,156.16783285072955,0.2424694041237223,276.28153808054947,6.752470384471336,7.955140961028917,223.90097383565657,0.27414882067272006,353.34351274470527,5.171839133665801,4.637375476484293,195.8350720799266,0.20711690594488585,346.3716445709092,6.871168747661192,5.997435964925809,128.91400172588618,0.17085694453868805,156.2580718358024,3.6793143711102116,5.532445934842877,128.54784301205214,0.21054087307404792,143.6160054067754,5.070744220433283,4.976031921183344,150.95061061777227,0.1539061463910263,192.4571697978003,6.807878675039484,5.195836290064317,180.44183375928552,0.2329131395572237,319.15084866331546,7.798472956736347,5.48019854712526,175.5288010966704
7,0.3371567143253853,511.46877144375475,14.247168169173845,10.550611136926886,315.37390884889214,0.32402894378825153,657.2445163581311,14.14011627105385,11.698038741500662,373.12464570410975,0.3525919790527101,596.1029940659909,11.11012770794123,10.612626601920276,330.5605813634168,0.364043046534021,653.2931287777021,10.13895639107515,14.539753763207063,338.58459284366506,0.37186113223696626,711.5217165764474,12.050158715613724,11.963427115009567,259.9663142539697,0.3798220480840667,559.4813229949591,13.16852872213533,14.235347582219712,349.3856031657567,0.3100244762709219,688.0405014542125,11.369710159620798,12.92383874505616,310.14175593154386,0.3000765501862094,588.768061211072,15.364067948383246,13.073533816800397,294.1631717376127,0.33444866393535244,657.982474081199,8.969722685506177,14.344904123316732,286.39968808411425,0.3006512358600744,721.1049363523794,12.81064906797039,11.712613658160393,338.2437994165792,0.3404822566190854,447.31950813383173,13.262913895068191,11.602139281148077,313.1478811439136,0.295939753496862,703.7772681065172,11.91604809104175,10.06941557836091,347.9638293176419,0.33785711584153133,690.1985531706732,10.600787461833892,12.015750483896673,281.3034434599856,0.32809329046325497,505.82957662794627,11.771772022910302,8.522056557055251,319.3051550810558,0.33916833471372587,522.0383266022172,12.515478989748093,11.952749747062528,376.1228120081859,0.3178322273220435,602.2815546001741,10.465339956680166,16.172072750316197,335.6707499427207,0.33254673813179886,446.12017749258786,12.097413734069503,11.439556465471833,327.604664563382,0.37880608395555304,556.7310640468457,10.49615404237011,13.327626534535653,338.71092927870956,0.3040188186811035,561.2470445692832,12.151063672413594,12.026054997426675,358.2837707560406,0.384173317131283,535.6051506652037,11.784548203422583,13.94872313533411,301.7581030413605,0.37090695818651886,577.588812150637,11.307118343456686,10.053959597265264,329.2032853679497,0.3768256926183633,665.2731673521199,10.607991925336908,10.560027962950404,288.46775895444125,0.3079052154688532,547.1850329071257,12.53771446661391,13.27872973904155,359.8747552824165,0.3285276585996895,546.1935943982849,9.701361704895074,12.024500424626316,258.0842134214849,0.3172741749707354,635.2418222084945,15.55182381579118,11.81705988560869,333.38667010649783,0.3061019106755825,690.6671098665784,13.162456260509348,11.585464609476553,379.29263749902844,0.3126261215506867,636.2872030698995,10.44628696435007,14.823666054821055,305.11926990544526,0.37429149235823667,755.3471608637302,12.98964425291985,12.610861156006255,300.5947690621317,0.36593894500886104,631.1543036028822,14.518558784443385,13.849377117349116,314.67527459776363,0.3294601329057179,677.1818722072012,12.34401211191698,14.631792247614975,357.87855227402383
8,0.2914791043252898,387.2193702675609,12.09430531278483,9.454308373350399,279.5249957340469,0.27052772295460836,491.4954515831225,7.574434599448317,9.571054446230985,274.13399069051195,0.33597284439341424,479.04564996516183,11.64838354805273,9.235033619042383,216.05295711442653,0.320734674287385,509.9813458935304,6.911223712336614,8.090695210188535,215.31430540586038,0.30407873252733364,421.82593924658244,10.377300879040753,10.163390703090997,299.0836886947082,0.36377094160712586,463.6413867915381,11.61985361763829,8.070466808201694,240.38546097622657,0.2604152438006233,475.27977543951835,12.070810274021866,10.317764901951241,259.6183647391049,0.2829275508483724,501.79932929049204,10.87191026621011,8.061882521485533,317.1601442154799,0.27847876876176114,523.7286418155876,11.76115876046648,9.073759168027092,229.04017908482558,0.2883185259468257,532.8456830357641,9.838311142420839,12.512792135292335,262.91226457421385,0.3137948160621111,375.1875374879736,10.114602368789091,10.626408174997506,243.94752897967396,0.25589440021544074,473.9699151436094,8.868326868988472,10.78633321794848,273.6578173218833,0.3037555293496875,398.90862767367895,8.676834418783207,13.072266708840775,271.04833240499266,0.3154180435668805,567.0440176649311,10.616180737930481,11.690324086612577,261.1974501655902,0.3066300559782976,573.714544153478,9.716538909940416,12.663511093931032,240.28311549988962,0.2819537482358376,452.92910443825116,9.774292069883456,11.729515255128268,247.95737713896446,0.27647208297501435,655.4375758266984,8.243648695020191,10.841559385619224,274.710195532394,0.3208540865298186,467.38265734581097,10.547249184289141,8.963464646172815,288.42532662617583,0.2975961491700181,526.7030589257505,12.664568427068161,10.790120482806778,279.10387742474984,0.2624829976457882,487.3523998288956,10.668961155713236,10.127348271565138,229.55926421889654,0.3330285777674262,630.6811110169972,10.877979022886265,11.310817418721854,280.8766752068715,0.2906157292355105,419.5545236197414,9.825762787178398,9.473362529593494,325.17188645910943,0.2909483106703121,523.9336505753886,8.897176232266826,11.516338857387773,250.4729857316969,0.2866146020844921,491.87545434327484,11.538237334723446,7.719431005380475,213.10751050246517,0.3478328525791653,608.8180815663596,11.185156583282485,9.044138720198484,290.78251982178773,0.31908087869994295,443.0884922861804,12.656930903382936,9.314515431877831,343.36739295891283,0.2560061715552542,525.4607524948766,9.889066103759172,9.917045897271871,312.337734945727,0.33199050650577644,528.0049287543861,10.300083048206625,8.371079896953233,249.05557973928038,0.27645621260893694,409.31864447070996,13.590279949946162,11.519323613553686,209.8929836880712,0.3041061547079369,334.7160454388747,12.25072574602432,9.02214692595857,287.05939472074624
9,0.32169952035735583,452.8667462218943,10.079225692231676,8.942936007171745,292.27528291392366,0.31835728309520395,558.1671151158273,12.021055364313865,13.34097960351882,299.8485772716401,0.31963530402449203,447.48880546686064,9.878507946476017,10.372174839697264,226.22523857746165,0.28865253201412566,592.2090796781991,11.04560887140648,10.008759742527275,271.2178115690265,0.3466295740798806,454.26041120766547,10.272765878576669,7.495429182438727,284.27814766629143,0.3435825106641256,558.8921401678592,13.281153212597337,9.021128634078472,314.2541466982259,0.30376898485347775,453.55751423722097,13.724529862814839,11.705082966123507,258.65647403572945,0.31694689995846803,555.6583431171634,10.06433530191783,9.114253734579272,256.6116446444403,0.2841651435155005,532.0053096762115,11.323455897224408,13.425841786745801,266.2131182160539,0.2928495032092078,527.2584051431867,11.227087667787558,13.248420679898688,301.15453936802857,0.3071633114034672,625.9992756186629,10.612527601868976,10.270927743897834,232.10478241256882,0.2567389567101279,464.726896203923,13.449123180020376,10.954795191913696,225.02437189519148,0.3009014093462197,725.853543564147,13.322343632455187,11.611251063959209,285.4548866894786,0.29782102513261477,571.6874258771704,10.595619817533262,10.790004006197666,270.85768109295645,0.23848940787764933,557.6746990437489,8.400554362116353,14.49381269781272,280.08047860762167,0.28478334341159217,474.22957576723076,10.048475661135592,10.574243180131472,270.32842479819635,0.3313277979692282,498.0256311796761,8.628677410244062,9.833416448053727,330.28467876572626,0.38442574364924054,517.1777057803415,11.590364819426885,12.863550306814844,317.55956176574904,0.3179534264370443,330.3815990035798,10.209270484391855,8.836905560296412,335.287511338481,0.3238920671186465,529.5903982350958,13.06129558076917,11.655245101967841,269.32465925352886,0.2892685214063321,673.1282365912588,10.098282079664669,11.516847360175333,269.67677953048747,0.3550759455253364,721.0209383536344,10.151628788406432,9.952444765851531,234.10208016323207,0.2555556606763671,436.50136566248943,11.53432027493811,11.583071347282191,293.8428942504636,0.32397816140693264,622.5790309138746,10.861646536989065,10.654448832059197,282.35976700319617,0.3706253102594863,467.5772598041559,11.108396888566853,9.096890741727877,249.2303330610761,0.3004170203339871,439.4624001246392,13.069804160743676,11.860438938476353,293.07362844841714,0.2382762211132604,603.9066707405321,11.382691832760688,10.209219378031777,268.61501099130504,0.28727328556222564,501.54683085828077,11.098002064383648,10.871127862404544,291.343461353141,0.302281998413806,530.0732682989236,10.836274147377335,14.285636254727045,283.19848851863367,0.32101608827772987,547.5021827669176,9.927613970764117,11.185401352643758,262.74260414679804
