container_id,container_size,container_pulling_delay
0,562,281.0
1,330,165.0
2,341,170.5
3,504,252.0
4,737,368.5
5,315,157.5
6,562,281.0
7,443,221.5
8,631,315.5
9,732,366.0
10,568,284.0
11,535,267.5
12,689,344.5
13,546,273.0
14,943,471.5
15,759,379.5
16,681,340.5
17,886,443.0
18,917,458.5
19,331,165.5
20,414,207.0
21,983,491.5
22,654,327.0
23,596,298.0
24,931,465.5
25,236,118.0
26,970,485.0
27,476,238.0
28,976,488.0
29,502,251.0
30,414,207.0
31,643,321.5
32,437,218.5
33,321,160.5
34,649,324.5
35,457,228.5
36,405,202.5
37,651,325.5
38,615,307.5
39,264,132.0
