container_id,container_size,container_pulling_delay
0,343,171.5
1,557,278.5
2,763,381.5
3,423,211.5
4,820,410.0
5,659,329.5
6,764,382.0
7,284,142.0
8,556,278.0
9,435,217.5
10,930,465.0
11,498,249.0
12,388,194.0
13,357,178.5
14,476,238.0
15,524,262.0
16,708,354.0
17,322,161.0
18,816,408.0
19,849,424.5
20,816,408.0
21,822,411.0
22,801,400.5
23,503,251.5
24,810,405.0
25,642,321.0
26,563,281.5
27,908,454.0
28,708,354.0
29,871,435.5
30,775,387.5
31,895,447.5
32,342,171.0
33,641,320.5
34,292,146.0
35,826,413.0
36,822,411.0
37,581,290.5
38,894,447.0
39,402,201.0
40,427,213.5
41,474,237.0
42,298,149.0
43,500,250.0
44,507,253.5
45,863,431.5
46,538,269.0
47,208,104.0
48,732,366.0
49,843,421.5
