container_id,container_size,container_pulling_delay
0,648,324.0
1,874,437.0
2,687,343.5
3,436,218.0
4,634,317.0
5,580,290.0
6,270,135.0
7,408,204.0
8,608,304.0
9,765,382.5
10,787,393.5
11,280,140.0
12,648,324.0
13,887,443.5
14,437,218.5
15,923,461.5
16,985,492.5
17,862,431.0
18,303,151.5
19,283,141.5
20,466,233.0
21,821,410.5
22,461,230.5
23,400,200.0
24,482,241.0
25,689,344.5
26,728,364.0
27,895,447.5
28,992,496.0
29,860,430.0
30,857,428.5
31,636,318.0
32,538,269.0
33,617,308.5
34,464,232.0
35,920,460.0
36,712,356.0
37,963,481.5
38,789,394.5
39,558,279.0
40,582,291.0
41,764,382.0
42,304,152.0
43,975,487.5
44,787,393.5
45,444,222.0
46,796,398.0
47,766,383.0
48,998,499.0
49,378,189.0
50,366,183.0
51,847,423.5
52,511,255.5
53,426,213.0
54,630,315.0
55,905,452.5
56,339,169.5
57,454,227.0
58,733,366.5
59,484,242.0
60,746,373.0
61,463,231.5
62,591,295.5
63,987,493.5
64,920,460.0
65,517,258.5
66,900,450.0
67,285,142.5
68,683,341.5
69,960,480.0
70,516,258.0
71,330,165.0
72,353,176.5
73,259,129.5
74,902,451.0
75,992,496.0
76,581,290.5
77,873,436.5
78,248,124.0
79,685,342.5
80,545,272.5
81,322,161.0
82,260,130.0
83,618,309.0
84,760,380.0
85,960,480.0
86,828,414.0
87,355,177.5
88,202,101.0
89,342,171.0
90,425,212.5
91,623,311.5
92,352,176.0
93,870,435.0
94,855,427.5
95,589,294.5
96,496,248.0
97,533,266.5
98,812,406.0
99,792,396.0
100,749,374.5
101,847,423.5
102,274,137.0
103,983,491.5
104,575,287.5
105,387,193.5
106,874,437.0
107,628,314.0
108,780,390.0
109,762,381.0
110,832,416.0
111,690,345.0
112,204,102.0
113,889,444.5
114,371,185.5
115,675,337.5
116,416,208.0
117,423,211.5
118,236,118.0
119,671,335.5
