timestamp,user_0_cpu,user_0_mem,user_0_net-in,user_0_net-out,user_0_lat,user_1_cpu,user_1_mem,user_1_net-in,user_1_net-out,user_1_lat,user_2_cpu,user_2_mem,user_2_net-in,user_2_net-out,user_2_lat,user_3_cpu,user_3_mem,user_3_net-in,user_3_net-out,user_3_lat,user_4_cpu,user_4_mem,user_4_net-in,user_4_net-out,user_4_lat,user_5_cpu,user_5_mem,user_5_net-in,user_5_net-out,user_5_lat,user_6_cpu,user_6_mem,user_6_net-in,user_6_net-out,user_6_lat,user_7_cpu,user_7_mem,user_7_net-in,user_7_net-out,user_7_lat,user_8_cpu,user_8_mem,user_8_net-in,user_8_net-out,user_8_lat,user_9_cpu,user_9_mem,user_9_net-in,user_9_net-out,user_9_lat
0,5.569129580960605,379.1195480209828,75.12424660357138,539.98394963758,4.60613975168913,3.0843385787120607,3371.4436009845886,47.15320414722365,368.64167774625605,2.584860754347268,3.7667949407598114,3229.566748967144,38.55695716110862,208.72799032284723,0.23071403413049502,5.2122907426979985,1303.8704254205168,75.06780155952396,298.5811582382669,2.9015115387952517,2.0115300810040964,871.3948031185422,96.67364272210787,284.67206679281804,4.380549885648939,1.9623315886489283,324.03919405164316,19.828634545383405,621.3666130415144,0.8010381561555644,1.2065351604130432,1171.1229815827228,15.904335745116093,592.3302638155628,4.7244474095629885,1.9693819163350077,222.9326589600763,29.492220230143907,41.829217779485695,4.9342576999275725,2.4336380836798615,1193.3498279500022,37.18211657093002,613.7224801853619,3.0930559811191123,5.2407232001914865,2768.3875764059994,65.36330819388351,402.89662223611015,2.1684774510406286
1,0.772968452760175,2784.661936512577,3.97000284562129,210.8075564245411,2.998632226796375,0.6829850042455936,4311.807348486228,84.82800245536856,647.7618540355489,3.925579897991303,2.577535158857805,386.1414545036969,15.940436876790232,581.9368973102723,4.30685432698627,5.510954913884601,2841.8223855899932,0.5760671422732067,621.1218313733442,0.8990168129255063,3.876804363973183,3360.6535442855734,98.11099774187679,650.3950495675989,2.834464318104298,5.126358703025773,2134.2009528848225,59.542344322313724,640.4440166854224,1.5473809336986897,4.9059646162714605,1980.4544362021222,67.87156838942336,626.133688347333,3.4916990036250914,0.9721348532831052,4457.887362188368,63.9366284568993,18.69017088877286,2.7675992085660193,5.7824919947531725,2062.8730641532734,89.27973956946835,201.2236531963987,0.14928685524534774,1.4464025466948736,845.229866053812,18.95923950632543,268.2400377294514,3.068237810269263
2,5.00923523157956,3622.990870233029,79.69684481942873,337.79478034815,2.4601136080967105,3.6150543199673093,3749.8851126048366,1.6383438108017345,44.2403262853928,3.892361570510464,3.942387767995662,1392.752275234716,49.9100554679322,420.04949065532736,3.7015866240020525,2.4621882347171615,593.8901040867361,72.6849335022533,128.53530828490568,1.6723279499631682,5.39377556972463,1441.382264782314,93.57234269095228,657.2703113756586,0.7275433922335268,4.2088721682124834,4022.74125742122,58.24235142637346,673.8646552034348,2.4314948746729543,5.323609998025077,1199.09886411759,16.71135169163519,9.353695658063188,3.853426008159474,0.520978222090463,2566.8283674325794,46.760714321342725,559.9625111251845,4.450238165139403,3.1734635958245923,3533.653274202718,53.46909317146024,39.89921251920019,2.639549545418976,5.895024742221821,843.6761629980023,13.840578173002683,143.41378666313142,4.097156901478746
3,3.007393556947506,2706.104587058524,12.977741010369792,98.20864897441326,4.762883159755348,5.22058648115449,448.02663652277465,43.98389790078602,174.07561334194102,1.9081428583054407,5.584307610748393,634.4057424035291,78.82246461674357,31.277105576377096,3.0895995304546386,2.1718511247584935,4061.4856387103273,89.13817230895414,48.148969338298464,4.23720412376567,3.6161145846009,1779.3295030030533,31.277633454606956,571.6239646834164,4.9752536230227635,3.8277249754365528,1109.282435888917,28.200559406001958,268.13529772230726,1.0925346813421188,3.5729166341937284,2019.750345992786,31.273853163167086,139.4999515336546,1.9402859939292076,0.5241299774558733,561.3187044886213,11.496516867290074,477.15452827163284,3.212495549388797,3.3433812515208405,3666.1856855589785,10.05633680768867,493.2031833502424,1.2181939423443635,2.720305755142905,3107.5759012330786,62.27986453755491,506.18989546865123,3.2891145554216106
4,5.173207552135402,2566.1281595768,77.91446589229795,685.5354178610049,1.453473231985348,5.041670180883541,1325.9758686671742,55.71127359385456,226.69119291832044,1.6423370641626323,4.1959787510094095,3737.4705814987524,36.1527149082278,627.856372094186,1.192531979773615,1.3050611200990374,1552.7849040468614,73.87544883454909,645.6228060278363,2.41444277235955,3.7853816931799966,3903.6600693454475,22.38053176212852,230.043325253081,3.712443931244657,3.8504698837870164,3223.5691096869127,10.542962364501896,341.6903827057411,2.690337730244632,2.2420926599764517,1302.5979267761998,96.79524057483758,699.8516066556456,1.3012944014957886,0.73388134513715,945.8435965067397,51.41527266921282,246.01710449258533,2.164984983320712,5.148547534347516,3247.028310758131,80.29199088081116,644.1789791281986,0.35646035463434944,3.2288966790283573,1870.9882361319019,72.24096487642075,31.15032087327546,4.021953535840773
5,4.585451912230211,378.13712226626603,32.52212408343307,345.7571682986042,0.3181691979507697,1.4148442953667997,1269.3210663110121,51.78565993611562,12.184436100694928,3.1915521035882493,1.975106953739628,3354.3766506895167,95.11070432419372,148.27667938394592,2.4718231049997152,5.216366591958508,4431.67829893245,88.51720582845563,476.7263567237562,3.56785429825744,1.422315023462661,4484.577954604341,56.0586875692615,437.8998072149451,1.1238038869274132,2.0623224229397326,3034.9228598442905,52.999636920280665,354.4729176295255,0.14259989802592007,0.9087386685573392,665.1204737852356,70.47267737586502,186.68172176464694,3.6611688333505286,3.5069138915388756,2517.657935560502,90.19283486516863,574.8310318853946,4.181319298852795,0.9810422150943896,3901.8629488428674,50.26034602264203,373.0654250880976,2.3786735215969874,4.300307510178508,457.5702498040072,10.121929839478472,183.5606893978376,3.4581023581529764
6,0.5319818943887376,3226.5976040974215,62.31095426883062,263.9086865372473,3.0244217410832444,2.6196573881329193,710.9633964925519,74.68779032965895,413.81607978945937,1.245089653107225,3.9509801363118275,3694.491320209719,13.759735122934336,259.3074263117509,0.10543622683448362,5.497892222862753,3234.614377962681,41.982578801030854,489.6835043343264,4.194129448049275,4.823703566949227,4182.489040387942,79.69407876785796,396.2244417528247,0.7835073244215972,1.2103570209753356,2318.0876777420335,55.769073820672055,415.0732385493341,3.176117436686777,2.4986746731618332,2838.284723347807,53.82492426473377,332.8842263633394,2.630957277835687,1.159456266703668,2201.4212304755947,55.85853369212812,338.6210636919601,4.85258488071941,3.464839139815206,4109.862059885072,70.8412778717783,206.72968002092716,1.8990519483340953,2.4605452685496694,2066.779450453086,63.97226586883116,57.43430230070916,1.1522281981261224
7,4.994517484461602,1547.5328542406367,97.38586786900976,672.885502990164,4.769871659583988,1.122439210223186,2339.5574241325085,93.81963158645121,678.3892830225562,3.8172391727315067,2.677053329841522,3204.518586928304,67.29922849597116,106.15355079968893,0.14105844882502827,3.3127377237707294,2305.8427528593274,89.21869765554376,262.94382891888415,3.634662634361313,4.18522709166526,1968.1435878112607,96.85023449120035,39.150590213115485,2.9917276910647734,3.153785065509126,4171.070455320159,66.0686524054588,53.20214330169858,3.26947898523994,3.1772637557200656,4119.346577453085,13.374944552499034,583.3621377397299,4.12474551925636,3.404706337496261,1736.5431326310434,94.42824403931304,22.4605474146081,3.919233619059613,3.9668872239393855,1705.7621094021176,9.394670509961944,635.0237267759044,2.1941223817443105,1.0576609207956027,998.7810807324385,70.55489986006822,163.31748793412302,2.06698990269005
8,5.919104428437415,2084.4001417060767,78.59203338846439,133.94153440356487,0.14502204727096474,4.803735792163069,2212.569576347206,65.21485229926928,691.1535822145765,2.758247906519767,3.5465756325240596,2601.0926982377487,86.69709274178696,143.94730081368385,1.2385181199555444,4.978174432987721,3285.660861920298,79.36710948782908,480.9996058125525,2.0714815419129113,4.4258902472015755,2678.448404613946,29.6259541337914,403.3353945213485,0.9091382582277406,2.841422027311672,4147.690697747697,92.0107358800058,369.0916059280862,4.2937584379145335,4.051966138819317,2409.3642102740437,81.11616274477194,6.294185916562456,3.317343659188547,2.234402231364591,398.3315261816331,90.47735255695927,54.583830528627196,0.6688369963195467,4.52041805138439,1628.7748169295921,12.611579692640152,288.5933393981454,2.8019947354799766,0.5795075502788839,2898.448247151684,76.39009570837575,571.423436299704,3.591704120555169
9,4.535355653501192,3408.960993902145,58.69637370498343,38.748472754857374,4.17156602021523,3.696796624252418,3808.8243899314966,43.32159555594324,359.42010150960664,3.4742970857415663,2.1773065484405243,2818.50459762244,51.406533710692045,134.52766083101537,3.490020705850186,2.4357236074777306,3208.7885316564657,91.48008757588346,646.08600165331,2.0166799790636025,5.635628416837435,734.8478901703278,26.243976683556667,258.147375300372,2.21983818960046,4.17563445535313,230.1618291649944,77.88672554883111,694.6565539172304,4.9065929614214925,0.7181482424822094,1377.478308349317,18.498155922012828,404.21032539018347,4.890898395000289,1.0275808003603366,4453.5128717888265,40.860858897793804,604.108602753771,4.0108704862837765,1.1508651212930605,3813.158452841314,30.620338381667334,667.9046264704299,1.5782048199267116,4.366177443730265,615.8728706667849,36.34390573544412,647.0021610171427,0.9368967988762743
10,4.99327303547941,2513.505618103916,61.152452252760924,214.9778282310406,4.802434345901869,2.5867981773707185,1839.5019150596293,14.304108153136685,366.39916091429285,4.856263763474009,2.602340087244888,2300.3937573565,52.215251968792344,535.7553082428956,4.6487827070285626,2.9608457513421196,1736.8072946191799,95.95188725822157,617.7010675600865,3.9530830224873,3.6290507112869674,2863.889073384888,36.654386412318516,25.882866504415382,3.1133904687714598,5.6769841004693875,4227.087020746374,32.10091985222762,98.46358224892974,2.4900656274139674,1.0671778956788207,1570.7530059762958,49.99601727673719,236.6330262788461,0.7773506210308437,5.025230089250095,2262.148164026891,38.700280818994216,411.33413969802007,2.426755924550405,0.698409951675284,3034.682296796513,49.76396520345124,285.55318018399316,2.1384655842479146,1.8153886581746173,3692.3089328334786,1.6929358884213097,433.49604802056854,0.3620794905410759
11,4.7957212292496285,713.8066607969515,15.761994414865399,24.1490234935692,0.6283273543311789,3.803747069495132,1633.9952383483394,24.630748840826133,165.16357869273835,2.057625271911752,1.0047325509579563,1823.1455724256136,37.72768518316438,654.296383928802,3.4339416887781065,2.8497381415309544,2759.439934623724,14.122647750698059,214.48637699063397,4.0933160371111015,1.7858903326595246,2138.7698125465204,44.001937638162694,21.315724711702465,1.515076595031582,1.4078803442704049,395.444615981746,23.091732951308163,288.06678035588476,3.040464098483289,4.802649634138919,588.9195502095798,37.16174614060909,642.5820629718585,4.121052072815581,2.184383065559783,1039.8742334365131,12.574935637713136,535.7664404563064,1.3882916669675498,2.6252738626802277,739.4410337749752,74.66676147869332,617.0580565625364,2.7481698309662588,0.708103909875796,1820.2352491368842,1.3109460906784665,395.56962388656825,0.8132826279936678
12,1.7117080058727965,1113.0220424283625,71.80011732246263,116.95440413693248,3.768981798923464,4.928834383260561,4097.256196960658,95.75042405294967,327.1744386292049,2.690980316954554,3.7326672300226464,982.3055378503092,42.695263294328065,232.999596926786,4.365558660831209,3.569139492405324,2944.5634833882577,47.38839074604131,201.08067350408749,0.7821969092404278,0.5681013730196092,1260.3389512468614,95.67487591894273,521.6922635279693,4.457569646767602,2.335760522979023,3799.5075503891117,17.282692289724366,471.0060204136706,1.8095178892773125,0.928383554929616,3711.7268669175683,42.92881833927162,686.8421448839882,3.1017066936434916,4.5541181026851225,4133.452445097062,40.92306147443162,302.9634761151321,0.6129597621785221,0.8755022321897517,517.9490050744369,37.12913006327715,134.56151794700997,1.6366780142729995,5.4313788095472715,1688.9773495830584,15.374205143057873,639.4546753323624,1.2286318597405526
13,3.0076063016449264,3988.6021530818034,90.43867312301714,362.58769063960926,4.955865567179934,5.824525439978031,2934.9898045936598,88.69422905314882,152.21162121517312,4.64803320513172,5.877748582722701,2383.454019902624,44.45298651609363,190.01316928608279,2.207648558845438,0.6678503445771087,679.6362079205509,82.8766871416014,326.32903693995127,4.238403346009353,3.421772484206224,3035.2652714546243,45.28398851467161,294.21320561223206,4.561256304486821,4.395001321308306,4126.651965644074,9.393098655157084,395.60227761345334,4.001762142840949,2.3227629342859277,2814.8364171807866,47.39788162223447,115.52877163753155,2.9122123823504094,2.2811793369355184,4156.073205214865,52.04463991849991,602.9144428473971,2.1951410210404174,2.557404362934347,3232.7539670185247,36.94956090147063,417.8015941004496,3.7344237774686015,5.4932725093666885,562.122034065166,2.503952635718587,104.12782729359472,3.5595642759572472
