container_id,container_size,container_pulling_delay
0,284,142.0
1,854,427.0
2,602,301.0
3,349,174.5
4,880,440.0
5,408,204.0
6,947,473.5
7,269,134.5
8,296,148.0
9,434,217.0
10,684,342.0
11,488,244.0
12,898,449.0
13,444,222.0
14,230,115.0
15,855,427.5
16,520,260.0
17,632,316.0
18,806,403.0
19,307,153.5
20,790,395.0
21,814,407.0
22,367,183.5
23,691,345.5
24,482,241.0
25,873,436.5
26,843,421.5
27,931,465.5
28,920,460.0
29,916,458.0
30,310,155.0
31,642,321.0
32,573,286.5
33,864,432.0
34,870,435.0
35,344,172.0
36,369,184.5
37,998,499.0
38,655,327.5
39,654,327.0
