container_id,container_size,container_pulling_delay
0,277,138.5
1,666,333.0
2,751,375.5
3,851,425.5
4,465,232.5
5,602,301.0
6,523,261.5
7,456,228.0
8,538,269.0
9,863,431.5
10,771,385.5
11,837,418.5
12,809,404.5
13,377,188.5
14,386,193.0
15,344,172.0
16,892,446.0
17,861,430.5
18,672,336.0
19,959,479.5
20,742,371.0
21,778,389.0
22,376,188.0
23,998,499.0
24,896,448.0
25,875,437.5
26,734,367.0
27,596,298.0
28,860,430.0
29,442,221.0
30,612,306.0
31,450,225.0
32,574,287.0
33,361,180.5
34,813,406.5
35,378,189.0
36,656,328.0
37,442,221.0
38,573,286.5
39,515,257.5
40,396,198.0
41,593,296.5
42,512,256.0
43,865,432.5
44,693,346.5
45,760,380.0
46,984,492.0
47,858,429.0
48,202,101.0
49,882,441.0
