timestamp,user_0_cpu,user_0_mem,user_0_net-in,user_0_net-out,user_0_lat,user_1_cpu,user_1_mem,user_1_net-in,user_1_net-out,user_1_lat,user_2_cpu,user_2_mem,user_2_net-in,user_2_net-out,user_2_lat,user_3_cpu,user_3_mem,user_3_net-in,user_3_net-out,user_3_lat,user_4_cpu,user_4_mem,user_4_net-in,user_4_net-out,user_4_lat
0,3.057559151522976,895.6128055381226,65.70353095347942,306.08284775662946,2.1650357776164038,2.192691153683666,737.8973977232315,25.142178397319594,338.47309060771494,0.3535747685619901,4.339712554729276,1675.944801285388,99.61204680327234,156.96635310219747,1.9383135279300254,5.159294607251921,3428.654944148346,84.55336725341861,319.21234289938303,0.4784580634392559,4.056404766162174,2717.5082189683626,86.11313590219423,295.2472330104571,2.864849917835901
1,2.357005488416883,292.9726338381983,21.126729763558526,28.684703082087537,4.221229505251378,3.4792208055820475,3255.3116495982163,24.66903716002219,420.900365738583,0.4867737522214194,3.00476829822006,3053.3941041370545,16.439608962890606,446.1138926285545,1.585938094430472,1.4455997846294637,3257.6239611978594,12.087929008007626,84.69476278312999,1.7393612119928343,1.2718790525528276,3743.904743956726,49.61971711076162,147.7012706695977,2.9569928899396403
2,3.8926518152959004,2383.4080218140384,64.9953829011942,620.7755338964225,2.934238077927223,3.008785318245601,1572.7762361562689,36.16831160723337,601.6244806919731,0.8106997673413925,2.121747912437548,2827.5165513008933,92.63425835831353,274.5671136340422,0.30194803616335353,3.6164236671696592,2855.8471947340568,88.02461685586773,201.99426794618233,1.001368064146135,4.601575466281541,2167.311220103527,21.48686924065004,350.5371435409182,2.808178481919521
3,2.9496141562775655,2969.478057076866,26.460020209106283,339.81895645988055,1.742632868520569,0.523553981555031,2278.294829129252,72.5865128667049,335.58448289466094,1.4486067472942574,4.366964858596289,4178.214877707549,58.81626627224146,488.5854091882492,3.624073807940177,4.602766524328839,970.236629092887,77.12845516216905,449.4835955726719,1.1562650825536205,5.357172946692641,2574.512129634175,56.644932546011276,155.98693581723336,4.146293162712317
4,2.6218320436103584,321.06929124377064,81.59585336743649,616.0405785330672,3.7605405986571143,2.945329584398351,2209.1610065594746,81.03933527475937,580.9757941842092,0.6674438266962253,2.279506914132664,665.5828204891712,5.122693086047303,106.37068245161217,0.960127344357198,4.292267324447444,3264.2061789801373,82.42375352149463,487.1705752669123,1.8470534352903214,1.2447584608466924,2390.5286244402364,96.9461136940422,682.1167022998111,4.663477099605287
5,2.550220839881735,1406.891488255331,22.567265498489565,54.823821027510725,4.035743678511917,4.650119924912797,2188.4470012527313,94.81007488947398,109.1126327658687,2.7414019014575866,4.812626271977544,2105.8703369399755,87.98687599835361,402.8807582541218,1.8791166196566278,2.6935180036065907,2828.512207373439,91.09420836456654,689.6277762841628,0.2600684088398,5.85616751306271,4472.718038307155,77.67051276385976,303.1511463779651,3.690093425209243
6,0.7611259725141413,2516.5815358582126,0.7498058677785635,353.28151896777973,0.1842646438053676,3.378630539947587,4131.135098001305,18.852875904483255,514.1349506382559,3.8335683244270764,4.847043204093597,1038.660213971814,66.13512431788003,682.3616006102689,4.287253905965687,0.5664245540406878,3171.6369682364502,80.88167123641786,282.9718823945111,1.420047492322743,4.565874138617777,427.25671292830714,29.113502547238213,195.98290283914753,1.15785552326163
7,4.479367887550416,4247.379457260333,4.9917750931425475,413.994105078454,0.6175884320347191,0.7945630065048134,1283.3024665788842,6.543336989957005,334.12615682862463,0.8277377181989276,2.497793815105652,2660.4180393955053,54.828509592441954,486.4498366547162,3.66271127551733,5.900730234702896,2155.582860700448,84.21870935819142,586.4528103662337,4.4397886861548335,0.6508687621382763,3044.4455720595847,55.62822480175201,182.41322404956162,2.1859859781002577
8,1.9647439602612506,873.0069249922053,39.577356347600286,452.08805250712993,2.779215028442221,0.7714718261985108,1635.279647070214,48.670015838128876,522.1506873357478,3.4200257734478816,4.261009825220893,2434.6458824062015,1.633126734363477,146.3210596581919,1.0380191556091798,4.41805792160792,1972.4344158342883,25.62959980998114,184.99132027619385,2.668563251133534,5.470067874790718,2044.9328424154098,30.672330877558117,541.6153896355554,1.5884717081733557
9,1.4561960319831593,1881.1331380442853,24.648266705755905,95.86647013715852,4.087122485524767,5.428801933656764,2557.9319946573455,64.38020941788206,28.645491669035906,1.500298884758425,5.729537125335476,1231.0881587712877,7.877384227562945,535.4245723410667,4.604499081364533,1.6876638089374245,1179.8433244434682,14.415749357344366,315.7620580423684,1.4357013878606544,3.198925348181159,1603.6449612039908,36.256886170669446,499.9449218652314,3.1500133340855574
10,5.94834955591099,3168.1115385489215,13.621562158992518,296.5628124505315,2.950231139508654,4.420103204869021,4420.794401727043,34.762268040157686,554.5355872836186,4.130769454109804,3.343602108642176,3422.466372367049,8.39169661263851,47.77371824903183,2.1356577087165545,0.6795270418756753,2914.746972601316,44.87845027781172,619.2512365461118,1.540181949197016,2.989153847957808,819.8310316177035,13.96871764126767,140.29380198894773,3.033430000398575
11,2.6636578255586794,1126.9805578819823,83.21755360280598,585.1318934874516,0.4145732466733244,1.949677968395734,873.649956589392,1.8627452230973507,640.3619538927203,0.32821399885238506,3.9001515694986892,4333.589504362824,32.956027556026704,255.6890132302724,3.183135367448599,4.452998194206023,4176.178605767775,69.15471963085477,275.9549827353072,1.1133404488574206,4.957343460603641,1195.9726860841467,51.283415225550755,43.36717357535481,3.240000019427123
12,5.169489507036398,1447.2267409055448,5.518410481307379,377.6585960912678,3.0005149351888614,5.390566183849661,1945.6998522997592,98.5985588899409,141.041811757011,2.037895142372597,0.580867703719158,1084.692691127329,1.6489370045418283,340.82454906582416,0.8774515251157603,3.7888541649786824,3509.057016674873,61.73302626779263,571.3150699626162,4.25431740498271,3.375847874182397,462.61011890321186,93.92388321033303,471.9615943673678,4.425512933902623
13,2.2523174363561176,1451.9744101269866,77.4274452364325,485.4077100428043,1.9499423620937366,2.4879205602677628,1585.0649168901757,45.04805236883295,338.76277638486556,3.1947657117157706,1.23624469041364,1630.7935928970032,86.50594464276189,530.458246476901,1.0822287324398991,4.75271107653777,2082.0034357203745,1.5143482429258004,345.80765876253065,2.565741622433932,3.9152746211478933,4431.306306409515,3.853161225902879,466.4109535250706,0.37721807893186077
14,4.325238138573001,340.0068855148462,22.932235460644446,459.46281792606254,2.2685317996770986,5.278368224427417,3508.4786183408864,55.14485301968681,71.27339402460129,2.8467682834352477,4.459947928661855,2249.84948324685,17.509828062611767,15.524067771649841,0.34971841983672275,1.9557992276089955,4122.095281859576,51.076500539742554,574.085797790904,2.1882466814557326,3.069870195528187,3045.0107390043777,44.706725803264824,683.1886161746824,2.936913392644809
15,2.7956624265505825,2657.7060889413306,47.60055114476164,387.1258008784818,2.610273675992328,0.9348379972334335,2932.1734900686865,8.596219116273929,365.69388301166526,4.880733809791787,3.9065212529108813,2477.6028419742847,77.1723478899333,161.99154283857752,1.991732991326693,3.5166235392829086,234.25106546741105,21.914333332766745,697.3725822565423,3.23700570787736,1.1139024161513968,2902.073960282653,38.30523063387077,452.4547591271244,4.577797915679591
16,3.928202248314775,2060.0781200695724,30.01910027045078,569.6409857645398,2.8745514202874873,4.1621294241376035,1174.6511899581906,22.25229521448766,412.9456125623893,2.5183115386113286,4.616867060322138,1617.010148222745,77.34934652263769,532.6504027954246,1.106978798779625,4.858361705762808,1936.8868849814294,68.71112453468714,479.11313600083076,0.11597986235319935,4.789667652968017,257.705327130638,31.645772973955268,27.180609836715842,4.099813170073556
17,4.341845477243817,2437.816921274127,70.61281017807346,682.9247998782093,4.454971857247821,3.384641724871515,330.9076920601017,63.02942153579425,71.81275943746124,0.5070861264456222,1.1675357921042462,2599.8739390464743,78.43677650313401,413.23514605237676,1.8731712698040925,2.6369761995027585,3958.6835272238295,54.91726751755095,185.416507623537,4.67351419182714,2.375924631079468,1641.7549555071741,28.971849553227624,665.6507562020404,2.926563040991813
18,3.9009106397193745,3033.661388368748,11.03558736259701,321.65547872515896,4.892324671292988,1.8328603718782508,1174.675635706099,7.772856121775041,399.6896908898832,2.672146894256706,5.699362026241374,3254.0667730697023,78.25169666308611,218.15777695617544,2.71473588091524,2.809816465466187,1056.644681616779,8.03297298709712,522.1343297495791,3.7519282820022877,4.082095456603268,2254.0644377649396,6.619270924473442,418.5270276053853,2.2448107960952335
19,3.4265617130767474,368.4882238909056,36.28961700721436,391.3100553087111,3.66180417618559,4.297824470595747,3200.0009652678327,40.129152182626186,260.3628630973123,4.111238663660212,2.88590538409347,3683.648251243033,60.861945344373716,82.71834693529506,0.8875521315300424,4.480199649556913,638.3231331105333,67.75102181143687,266.4768341052628,2.3452505540477917,5.116038719399202,1054.7213841671276,16.122433302447636,544.5352300505145,4.516443164249845
20,2.37713112200371,4412.520610574798,63.331985272892176,2.5298480626937847,3.717154626958148,3.552421382392809,3532.8256165360663,23.623084966207863,145.30056830225797,4.614896950490235,5.787509509391567,1123.2175182669048,44.32090823509258,135.42420887525822,2.6486878643537293,4.920699459692428,4394.490462882985,17.928204183468534,607.2454549852334,3.5692592392843103,5.714486556265207,1156.6771296703805,18.162906977365132,184.40977286029667,0.7133916760274717
21,2.1387276261934107,1523.2617738982033,55.01380408142015,577.8474741831249,4.422874436172135,5.261421348666115,2616.633183534196,28.931041242978772,585.0499193669898,3.662584141736154,5.209433579651553,1711.0318234898816,34.63087700152764,170.2670021952879,3.5177072764883444,4.631005728792715,659.8544401246068,90.32760391062735,403.58256189001844,3.2450446063793117,3.3125378416958635,2142.953165139763,56.70479085098785,398.8670951593679,2.08445155755023
22,3.8716773897677843,3260.24054495834,36.83313338670785,53.077762233360595,2.370084301212935,3.312318321556519,2139.241623303874,37.66396101369107,448.96641461596823,3.5444004987330837,5.743743757343146,3291.084614169471,23.762818991239655,51.99266730196208,4.298492926107922,1.5736981402008625,1374.7670670482607,55.07819760767887,222.02383890029114,1.2009764987162708,5.455299200219823,2850.4927594110204,26.246407040073304,338.7891281534748,0.4812010077878689
23,1.5936228925661418,2404.377361577333,61.04796457906073,510.1547170069756,4.446792491995845,4.65522124051107,2734.4559958818154,80.39593930819122,334.2252033121684,4.9436087793584385,1.8874206323393707,2803.448375347376,66.47091382742497,697.8947815257255,4.07162995772702,2.806128760506566,365.3105971609093,87.86340251713321,148.37377191498763,4.925780772338205,3.5065418876506453,3930.8046548176817,20.342560397260613,551.6058989801417,3.8281481874482295
24,2.2260854591023973,1628.6963399074543,13.789532051295094,355.2850864915772,1.0016091529608484,4.904928182143923,1325.1873464356934,32.56174285776756,395.85980559845126,0.5188840306746733,4.155251842964521,1224.6725057214423,10.018299123236861,380.1814541404417,0.7424166669379313,4.187954901018489,1398.3115806465091,38.15851079765492,581.0301539195679,2.0103775155506285,1.6760304834604753,425.20412620379733,57.01401617422819,480.3232099995493,1.6741739485876097
25,2.475442602479149,3794.3338387471085,51.160626947526055,29.739849608371728,0.4273614085197178,0.8533893067124112,4382.003246980299,59.97189803882152,661.4722952092981,1.99806728761136,1.3544520987728834,1740.7242579978913,68.37673588694553,218.3752053603431,4.642339267307366,2.288868126601101,1526.0167133716313,86.74587755062382,515.5889680935344,4.632809615235699,2.6499740723500587,1931.9814668854567,45.153596982404366,406.7161259237233,0.6877021352280265
26,3.5323050752294076,214.60418763584053,11.550409361820513,222.4514558970888,3.352317830623223,1.6761795922434946,1431.7073549654426,64.60262369223973,246.08006308318727,2.282208535062917,5.10780482146209,1021.5532915521818,40.9294844366019,572.7015372595916,3.7852322912077354,3.6765500526395405,2143.072819981793,51.13569544241125,572.2847860639305,0.49117488762339456,5.625953933068668,1562.842538216506,87.35596331999393,373.4081621588018,1.7254366799684153
27,5.468578090376307,3804.121945059109,73.3466216016865,696.6061136151559,1.9841723415318513,5.836632375608153,3989.823117936692,64.35400577981645,568.6460743084117,3.2342806497076753,5.875446603357454,764.68592359492,52.75845076711787,279.1623064678089,2.1368698004862035,0.9371346300899439,2461.599329992904,81.69264395048495,188.17636185821357,2.5453216080849326,1.4334280711791765,743.4775023766923,86.04288681904129,593.25228810894,3.342094370572806
28,4.742559470759558,2077.5596853768193,13.611115801789209,196.810601600511,1.9125332112859226,2.805482861815931,4395.46668766229,26.309190994245803,261.8164838172901,2.8772447059314517,5.086278904523639,3383.4886025172773,34.34883144050046,144.60881457590492,2.0248667672575205,1.0985566005677403,1200.0766522436386,71.40671022768872,315.0634817519113,3.825558758051891,3.8110207285410977,2173.1078818549554,11.27282572062105,335.98512179783734,1.2527341270360721
